,highAlpha,lowAlpha,highBeta,lowBeta,midGamma,lowGamma,attention,isTrue
1351,0.34795487636837835,0.10058600756594592,0.19784537739611413,0.21259421016074595,0.09734477047656771,0.13683407495281344,0.47567247645944927,1
1352,0.34359212685540125,0.09883804409176161,0.19384224981920112,0.2105074759853801,0.09670482946575605,0.1347932035295694,0.4785133569575695,1
1353,0.3429394850415048,0.10063702080508384,0.1963181985725213,0.20977873022317792,0.09679833447731512,0.13535584030055847,0.4765822252441325,1
1354,0.3492685906307034,0.09842169097727019,0.19503839505405515,0.21376569804787904,0.09729029302407693,0.13631395930486567,0.47783723534010103,1
1355,0.33463624860663105,0.1016662964479523,0.195198642297227,0.20492689651140544,0.09598048133414189,0.13330706290497824,0.47703144391845104,1
1356,0.3674462477031684,0.0955467794428907,0.19656579417916945,0.22451189221819265,0.09902358176649842,0.1405355575340213,0.47748392410475093,1
1357,0.1847770500445473,0.1275534853647321,0.18587905514477226,0.11588859310330127,0.08189154273978509,0.09941980388872373,0.47723727355083306,1
1358,0.12420905215236572,0.13820605343096531,0.18234656541821442,0.07987902568488421,0.07621577797836923,0.08582561507655179,0.4780857398304232,1
1359,0.149438248897908,0.13337320226748295,0.18331962679814603,0.09493033845386856,0.07854164527127744,0.0912805148437574,0.4763458990434865,1
1360,0.134823362459956,0.13676512907970131,0.18348907321268632,0.08613785054395652,0.07725199051127757,0.0884373646959575,0.4796915286992533,1
1361,0.14373860796824667,0.13372440014264514,0.18218314280121,0.09162192057205035,0.07794407307874257,0.08965207990602098,0.47381595548229627,1
1362,0.13872621796661397,0.13704998824577228,0.18491750244089752,0.08833812295008153,0.07771234174989845,0.08983340681164434,0.48349730727823637,1
1363,0.14057962402446278,0.13280871529624683,0.18017899735309573,0.08992601912497744,0.0775047425483079,0.08815570419986796,0.46803156796985923,1
1364,0.14170126325292934,0.1388382624649513,0.18795094539550292,0.08982039486098378,0.0782162613630478,0.09173784561028017,0.4925991897660496,1
1365,0.1370127105148209,0.1293426631250969,0.1749058181123657,0.08831288635510018,0.07677182612928177,0.0851653514610663,0.4519013001824435,1
1366,0.14817952977053583,0.1472717125449769,0.20017480466970353,0.09248486552916907,0.07975563843662221,0.09831259685843943,0.5303347155845128,1
1367,0.09971769993021061,0.07454687118732164,0.09680445737559301,0.07374851752619557,0.06730155651109387,0.043974991389216594,0.21001310586767785,1
1368,0.1397428688754207,0.069534681757037,0.10468833781120844,0.0891763496646464,0.10559105144202197,0.09767279310616142,0.6625887024441778,1
1369,0.14167593983243806,0.07015960990781733,0.10657472533192361,0.08997418930439442,0.1072872142419318,0.10067598557831461,0.6806835834275723,1
1370,0.13692685079199118,0.0688661843342444,0.10147955044507945,0.08793320991603622,0.10266252187370942,0.09242412088163215,0.6374456248376733,1
1371,0.1439967652354206,0.0699442488818193,0.11067909114090649,0.09125496989177811,0.11115063711574075,0.10776990347777057,0.6975502003371075,1
1372,0.12455233323276645,0.07031980275804771,0.07898666025596546,0.08096363571761779,0.08147354820925107,0.05348082890012135,0.5496392437222537,1
1373,0.11717578418977527,0.07232703773305635,0.06348475161912188,0.07654066994264393,0.0667188633607266,0.026192557069146326,0.5013005670977141,1
1374,0.11949360913885895,0.07112114694582244,0.06935371047622249,0.07798356138295312,0.07240080369336745,0.036787033618751984,0.5157315687719954,1
1375,0.11846631173815333,0.07198207266636104,0.0662674504075982,0.07742983938656456,0.06932430175492689,0.030992951557402122,0.5079866765692727,1
1376,0.11888778458067362,0.07133779110787677,0.06791036606602777,0.07750110494303537,0.07105994018364772,0.03431653444119948,0.5135853667050314,1
1377,0.11885654863446932,0.0718550022348598,0.06717601204752022,0.07774016368767137,0.07016553429135605,0.03254076905604681,0.509374733597527,1
1378,0.11870464462944116,0.07147860679698922,0.06737681927766417,0.0773959787533997,0.07053219414848853,0.033324936905517334,0.5123043021104483,1
1379,0.11881109166207238,0.07163375064599818,0.06737208751973127,0.07757244947344895,0.0704499301443318,0.03312589174812041,0.5112551873618673,1
1380,0.11917792998199919,0.07197291181741439,0.06760909986740207,0.07807631643208342,0.07048454583286179,0.033075791432739594,0.5092592888028173,1
1381,0.11718165427673168,0.07024324075999676,0.06623469559398282,0.07548977649300954,0.07013597829240498,0.03300997222350675,0.5177244375087766,1
1382,0.131510978360529,0.08232747238484456,0.07652448572045928,0.09387193233346063,0.07317502597961328,0.0345572536661284,0.4598190611593767,1
1383,0.1375594578409689,0.08735432385896422,0.08087568621845014,0.1015058448717559,0.07451709219831325,0.03534265106598379,0.4364170374304374,1
1384,0.13435262879018273,0.08472928472469986,0.0786668680510513,0.09762186978283532,0.07384698607347319,0.03498669483168728,0.4479295288397567,1
1385,0.13666103773235821,0.08654266349009729,0.08013857366820475,0.10017343290719363,0.0742980729403623,0.035212292342056646,0.4410221240005305,1
