
51,54,41756,37621,101634,56732,5161,22851,2240187,794158,53,90
51,54,41756,37621,101634,56732,5161,22851,2240187,794158,53,90
51,53,41756,37621,101634,56732,5161,22851,2240187,794158,53,90
51,53,41756,37621,101634,56732,5161,22851,2240187,794158,53,90
51,54,41756,37621,101634,56732,5161,22851,2240187,794158,53,90
51,55,41756,37621,101634,56732,5161,22851,2240187,794158,53,90
51,55,41756,37621,101634,56732,5161,22851,2240187,794158,53,90
51,54,41756,37621,101634,56732,5161,22851,2240187,794158,53,90
25,54,1284,1923,421,756,91,144,13654,5444,53,90
25,-4,1284,1923,421,756,91,144,13654,5444,53,90
25,-42,1284,1923,421,756,91,144,13654,5444,53,90
25,-1121,1284,1923,421,756,91,144,13654,5444,53,90
25,-102,1284,1923,421,756,91,144,13654,5444,53,90
25,617,1284,1923,421,756,91,144,13654,5444,53,90
25,1682,1284,1923,421,756,91,144,13654,5444,53,90
25,279,1284,1923,421,756,91,144,13654,5444,53,90
25,96,1284,1923,421,756,91,144,13654,5444,53,90
25,61,1284,1923,421,756,91,144,13654,5444,53,90
51,52,7431,2568,17515,14208,1085,4071,1191566,15994,53,90
51,92,7431,2568,17515,14208,1085,4071,1191566,15994,53,90
51,49,7431,2568,17515,14208,1085,4071,1191566,15994,53,90
51,80,7431,2568,17515,14208,1085,4071,1191566,15994,53,90
51,27,7431,2568,17515,14208,1085,4071,1191566,15994,53,90
51,-154,7431,2568,17515,14208,1085,4071,1191566,15994,53,90
51,59,7431,2568,17515,14208,1085,4071,1191566,15994,53,90
51,121,7431,2568,17515,14208,1085,4071,1191566,15994,53,90
51,73,7431,2568,17515,14208,1085,4071,1191566,15994,53,90
25,43,4844,3132,614,1163,72,272,37120,13808,53,90
25,201,4844,3132,614,1163,72,272,37120,13808,53,90
25,-23,4844,3132,614,1163,72,272,37120,13808,53,90
25,-183,4844,3132,614,1163,72,272,37120,13808,53,90
25,-806,4844,3132,614,1163,72,272,37120,13808,53,90
25,641,4844,3132,614,1163,72,272,37120,13808,53,90
25,-190,4844,3132,614,1163,72,272,37120,13808,53,90
25,242,4844,3132,614,1163,72,272,37120,13808,53,90
25,196,4844,3132,614,1163,72,272,37120,13808,53,90
0,405,10836,22063,7734,21287,1065,1255,692339,126134,41,69
0,-123,10836,22063,7734,21287,1065,1255,692339,126134,41,69
0,81,10836,22063,7734,21287,1065,1255,692339,126134,41,69
0,170,10836,22063,7734,21287,1065,1255,692339,126134,41,69
0,24,10836,22063,7734,21287,1065,1255,692339,126134,41,69
0,-12,10836,22063,7734,21287,1065,1255,692339,126134,41,69
0,-2,10836,22063,7734,21287,1065,1255,692339,126134,41,69
0,134,10836,22063,7734,21287,1065,1255,692339,126134,41,69
0,32,10836,22063,7734,21287,1065,1255,692339,126134,41,69
0,-29,10836,22063,7734,21287,1065,1255,692339,126134,41,69
0,60,4208,5435,5736,8337,1497,2686,1692915,217109,34,44
0,-51,4208,5435,5736,8337,1497,2686,1692915,217109,34,44
0,104,4208,5435,5736,8337,1497,2686,1692915,217109,34,44
0,59,4208,5435,5736,8337,1497,2686,1692915,217109,34,44
0,101,4208,5435,5736,8337,1497,2686,1692915,217109,34,44
0,92,4208,5435,5736,8337,1497,2686,1692915,217109,34,44
0,112,4208,5435,5736,8337,1497,2686,1692915,217109,34,44
0,1,4208,5435,5736,8337,1497,2686,1692915,217109,34,44
0,-34,4208,5435,5736,8337,1497,2686,1692915,217109,34,44
0,66,4208,5435,5736,8337,1497,2686,1692915,217109,34,44
0,68,10397,7294,4099,4881,3082,4549,170653,33082,35,51
0,58,10397,7294,4099,4881,3082,4549,170653,33082,35,51
0,43,10397,7294,4099,4881,3082,4549,170653,33082,35,51
0,9,10397,7294,4099,4881,3082,4549,170653,33082,35,51
0,-7,10397,7294,4099,4881,3082,4549,170653,33082,35,51
0,25,10397,7294,4099,4881,3082,4549,170653,33082,35,51
0,-43,10397,7294,4099,4881,3082,4549,170653,33082,35,51
0,427,10397,7294,4099,4881,3082,4549,170653,33082,35,51
0,294,10397,7294,4099,4881,3082,4549,170653,33082,35,51
0,105,10005,49380,8186,4090,2554,4382,1248094,140243,23,44
0,64,10005,49380,8186,4090,2554,4382,1248094,140243,23,44
0,-491,10005,49380,8186,4090,2554,4382,1248094,140243,23,44
