poorSignal,rawValue,highAlpha,lowAlpha,highBeta,lowBeta,midGamma,lowGamma,delta,theta,attention,meditation
51,-331,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,124,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,108,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,377,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,-452,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,42,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,169,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,-94,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,-25,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,166,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,86,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,-530,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
51,469,12126,2826,20135,8774,10001,11162,1234045,34528,60,69
0,153,12514,4959,16436,10523,792,3178,210777,17527,63,64
0,-118,12514,4959,16436,10523,792,3178,210777,17527,63,64
0,-148,12514,4959,16436,10523,792,3178,210777,17527,63,64
0,32,12514,4959,16436,10523,792,3178,210777,17527,63,64
0,201,12514,4959,16436,10523,792,3178,210777,17527,63,64
0,133,12514,4959,16436,10523,792,3178,210777,17527,63,64
0,187,12514,4959,16436,10523,792,3178,210777,17527,63,64
0,-430,12514,4959,16436,10523,792,3178,210777,17527,63,64
0,209,12514,4959,16436,10523,792,3178,210777,17527,63,64
0,-204,12514,4959,16436,10523,792,3178,210777,17527,63,64
0,-136,12218,12175,8136,12099,407,1060,1069408,20888,70,77
0,147,12218,12175,8136,12099,407,1060,1069408,20888,70,77
0,358,12218,12175,8136,12099,407,1060,1069408,20888,70,77
0,742,12218,12175,8136,12099,407,1060,1069408,20888,70,77
0,-38,12218,12175,8136,12099,407,1060,1069408,20888,70,77
0,-115,12218,12175,8136,12099,407,1060,1069408,20888,70,77
0,130,12218,12175,8136,12099,407,1060,1069408,20888,70,77
0,74,12218,12175,8136,12099,407,1060,1069408,20888,70,77
0,179,12218,12175,8136,12099,407,1060,1069408,20888,70,77
0,-2048,43753,86630,29343,25076,7245,10653,648301,127761,60,77
0,-557,43753,86630,29343,25076,7245,10653,648301,127761,60,77
0,-25,43753,86630,29343,25076,7245,10653,648301,127761,60,77
0,41,43753,86630,29343,25076,7245,10653,648301,127761,60,77
0,52,43753,86630,29343,25076,7245,10653,648301,127761,60,77
0,54,43753,86630,29343,25076,7245,10653,648301,127761,60,77
0,787,43753,86630,29343,25076,7245,10653,648301,127761,60,77
0,167,43753,86630,29343,25076,7245,10653,648301,127761,60,77
0,68,43753,86630,29343,25076,7245,10653,648301,127761,60,77
0,55,43753,86630,29343,25076,7245,10653,648301,127761,60,77
51,54,19141,26188,12255,21770,5658,10998,1708023,99217,60,77
51,53,19141,26188,12255,21770,5658,10998,1708023,99217,60,77
51,53,19141,26188,12255,21770,5658,10998,1708023,99217,60,77
51,53,19141,26188,12255,21770,5658,10998,1708023,99217,60,77
51,55,19141,26188,12255,21770,5658,10998,1708023,99217,60,77
51,65,19141,26188,12255,21770,5658,10998,1708023,99217,60,77
51,68,19141,26188,12255,21770,5658,10998,1708023,99217,60,77
51,36,19141,26188,12255,21770,5658,10998,1708023,99217,60,77
51,-45,19141,26188,12255,21770,5658,10998,1708023,99217,60,77
51,325,19141,26188,12255,21770,5658,10998,1708023,99217,60,77
25,242,209048,306206,62657,87521,24194,52388,392825,222062,60,77
25,181,209048,306206,62657,87521,24194,52388,392825,222062,60,77
25,-466,209048,306206,62657,87521,24194,52388,392825,222062,60,77
25,-2048,209048,306206,62657,87521,24194,52388,392825,222062,60,77
25,1308,209048,306206,62657,87521,24194,52388,392825,222062,60,77
25,657,209048,306206,62657,87521,24194,52388,392825,222062,60,77
25,-67,209048,306206,62657,87521,24194,52388,392825,222062,60,77
25,-84,209048,306206,62657,87521,24194,52388,392825,222062,60,77
25,-198,209048,306206,62657,87521,24194,52388,392825,222062,60,77
25,-369,209048,306206,62657,87521,24194,52388,392825,222062,60,77
26,390,208477,188504,305499,217528,39879,131747,1426436,403072,60,77
26,-279,208477,188504,305499,217528,39879,131747,1426436,403072,60,77
26,327,208477,188504,305499,217528,39879,131747,1426436,403072,60,77
26,491,208477,188504,305499,217528,39879,131747,1426436,403072,60,77
26,684,208477,188504,305499,217528,39879,131747,1426436,403072,60,77
26,820,208477,188504,305499,217528,39879,131747,1426436,403072,60,77
26,148,208477,188504,305499,217528,39879,131747,1426436,403072,60,77
26,-277,208477,188504,305499,217528,39879,131747,1426436,403072,60,77
