poorSignal,rawValue,highAlpha,lowAlpha,highBeta,lowBeta,midGamma,lowGamma,delta,theta,attention,meditation
0,37,73175,255477,30337,44954,2871,8613,1339007,503530,16,35
0,74,73175,255477,30337,44954,2871,8613,1339007,503530,16,35
0,34,73175,255477,30337,44954,2871,8613,1339007,503530,16,35
0,76,73175,255477,30337,44954,2871,8613,1339007,503530,16,35
0,109,73175,255477,30337,44954,2871,8613,1339007,503530,16,35
0,-21,73175,255477,30337,44954,2871,8613,1339007,503530,16,35
0,100,73175,255477,30337,44954,2871,8613,1339007,503530,16,35
0,186,2166,16115,2172,927,1106,466,83758,55277,8,35
0,21,2166,16115,2172,927,1106,466,83758,55277,8,35
0,-3,2166,16115,2172,927,1106,466,83758,55277,8,35
0,64,2166,16115,2172,927,1106,466,83758,55277,8,35
0,-20,2166,16115,2172,927,1106,466,83758,55277,8,35
0,-129,2166,16115,2172,927,1106,466,83758,55277,8,35
0,70,2166,16115,2172,927,1106,466,83758,55277,8,35
0,129,2166,16115,2172,927,1106,466,83758,55277,8,35
0,145,2166,16115,2172,927,1106,466,83758,55277,8,35
0,85,2166,16115,2172,927,1106,466,83758,55277,8,35
0,99,4956,10466,4293,2809,1459,1011,101736,76568,7,13
0,103,4956,10466,4293,2809,1459,1011,101736,76568,7,13
0,71,4956,10466,4293,2809,1459,1011,101736,76568,7,13
0,115,4956,10466,4293,2809,1459,1011,101736,76568,7,13
0,41,4956,10466,4293,2809,1459,1011,101736,76568,7,13
0,-13,4956,10466,4293,2809,1459,1011,101736,76568,7,13
0,253,4956,10466,4293,2809,1459,1011,101736,76568,7,13
0,49,4956,10466,4293,2809,1459,1011,101736,76568,7,13
0,18,4956,10466,4293,2809,1459,1011,101736,76568,7,13
0,101,4956,10466,4293,2809,1459,1011,101736,76568,7,13
0,100,37582,22896,6265,59550,5444,5121,339632,160865,4,14
0,99,37582,22896,6265,59550,5444,5121,339632,160865,4,14
0,-243,37582,22896,6265,59550,5444,5121,339632,160865,4,14
0,-834,37582,22896,6265,59550,5444,5121,339632,160865,4,14
0,997,37582,22896,6265,59550,5444,5121,339632,160865,4,14
0,-1624,37582,22896,6265,59550,5444,5121,339632,160865,4,14
0,-169,37582,22896,6265,59550,5444,5121,339632,160865,4,14
0,19,37582,22896,6265,59550,5444,5121,339632,160865,4,14
0,50,37582,22896,6265,59550,5444,5121,339632,160865,4,14
0,53,37582,22896,6265,59550,5444,5121,339632,160865,4,14
51,54,98728,67985,469443,125551,152104,150703,1287266,85643,4,14
51,54,98728,67985,469443,125551,152104,150703,1287266,85643,4,14
51,53,98728,67985,469443,125551,152104,150703,1287266,85643,4,14
51,54,98728,67985,469443,125551,152104,150703,1287266,85643,4,14
51,54,98728,67985,469443,125551,152104,150703,1287266,85643,4,14
51,53,98728,67985,469443,125551,152104,150703,1287266,85643,4,14
51,54,98728,67985,469443,125551,152104,150703,1287266,85643,4,14
51,54,98728,67985,469443,125551,152104,150703,1287266,85643,4,14
51,54,98728,67985,469443,125551,152104,150703,1287266,85643,4,14
51,54,98728,67985,469443,125551,152104,150703,1287266,85643,4,14
54,54,0,0,0,0,0,0,1,0,4,14
54,54,0,0,0,0,0,0,1,0,4,14
54,54,0,0,0,0,0,0,1,0,4,14
54,54,0,0,0,0,0,0,1,0,4,14
54,54,0,0,0,0,0,0,1,0,4,14
54,54,0,0,0,0,0,0,1,0,4,14
54,708,0,0,0,0,0,0,1,0,4,14
54,153,0,0,0,0,0,0,1,0,4,14
54,68,0,0,0,0,0,0,1,0,4,14
54,55,0,0,0,0,0,0,1,0,4,14
25,53,25111,16719,12839,22103,1511,3279,333206,83863,4,14
25,53,25111,16719,12839,22103,1511,3279,333206,83863,4,14
25,53,25111,16719,12839,22103,1511,3279,333206,83863,4,14
25,55,25111,16719,12839,22103,1511,3279,333206,83863,4,14
25,41,25111,16719,12839,22103,1511,3279,333206,83863,4,14
25,11,25111,16719,12839,22103,1511,3279,333206,83863,4,14
25,-101,25111,16719,12839,22103,1511,3279,333206,83863,4,14
25,-7,25111,16719,12839,22103,1511,3279,333206,83863,4,14
25,-2,25111,16719,12839,22103,1511,3279,333206,83863,4,14
25,-1,25111,16719,12839,22103,1511,3279,333206,83863,4,14
25,565,15405,10093,1859,6266,648,1405,635366,36513,4,14
25,17,15405,10093,1859,6266,648,1405,635366,36513,4,14
25,38,15405,10093,1859,6266,648,1405,635366,36513,4,14
